대분류,중분류,소분류,질문명,대표질문,유사표현,답변,답변 출처 (URL),비고
관광/문화/체육,보령문화예술회관,티켓예매,예매방법,보령문화예술회관 예매방법 알려주세요,보령문화예술회관 예매하고싶어요,"[보령문화예술회관 예매방법 안내]
1. 날짜선택
URL
<https://www.brcn.go.kr/images/art/content/reservation_1.jpg>
보령문화예술회관의 공연 예매를 위해 예매 날짜를 선택하는 화면입니다.

1. 날짜선택
2-1. 로그인
<https://www.brcn.go.kr/images/art/content/reservation_2.jpg>
보령문화예술회관의 공연 예매를 위해 로그인 하는 화면입니다. 기존 홈페이지에서 회원정보 제3자 제공 미동의 하신 사용자는 예매사이트에서 다시 회원가입을 하셔야 합니다.
(회원가입은 PC만 지원)

2. 로그인
2-2. 회차/좌석 선택
<https://www.brcn.go.kr/images/art/content/reservation_3.jpg>
보령문화예술회관의 공연 예매를 위해 예매 시간과 좌석등급을 선택하는 화면입니다.

2-2. 회차/좌석 선택
2-3. 위약금 및 유의사항 확인
<https://www.brcn.go.kr/images/art/content/reservation_4.jpg>
보령문화예술회관의 공연 예매를 위해 연령제한, 위약금 및 유의사항에 대한 안내를 확인하는 화면입니다.

2-3. 위약금 및 유의사항 확인
2-4. 좌석선택
<https://www.brcn.go.kr/images/art/content/reservation_5.jpg>
보령문화예술회관의 공연 예매를 위해 원하는 좌석 위치를 선택하는 화면입니다.

2-4. 좌석선택
3. 할인 종류 선택
<https://www.brcn.go.kr/images/art/content/reservation_6.jpg>
보령문화예술회관의 공연 예매를 위해 선택한 예매 좌석의 할인 종류를 선택하는 화면입니다.

3. 할인 종류 선택
4. 관람자정보 입력 및 수령방법 선택

보령문화예술회관의 공연 예매를 위해 관람자 정보를 입력하고 수령 방법을 선택하는 화면입니다.

4. 관람자정보 입력 및 수령방법 선택
URL
<https://www.brcn.go.kr/images/art/content/reservation_7.jpg>
5. 유의사항 확인 및 동의
보령문화예술회관의 공연 예매를 위해 유의사항을 확인하고 동의하는 화면입니다.

5. 유의사항 확인 및 동의
URL
<https://www.brcn.go.kr/images/art/content/reservation_8.jpg>
6-1. 결제수단 선  택
보령문화예술회관의 공연 예매를 위해 결제수단을 선택하는 화면입니다.

6-1. 결제수단 선택
URL
<https://www.brcn.go.kr/images/art/content/reservation_9.jpg>
6-2. 신용카드(약관 및 이용 동의)
보령문화예술회관의 공연 예매의 신용카드 결제를 위해 신용카드 약관과 이용에 동의하는 화면입니다.

6-2. 신용카드(약관 및 이용 동의)
URL
<https://www.brcn.go.kr/images/art/content/reservation_10.jpg>
6-2. 신용카드(신용카드 선택)
보령문화예술회관의 공연 예매의 신용카드 결제를 위해 신용카드의 종류를 선택하는 화면입니다.

6-2. 신용카드(신용카드 선택)
URL
<https://www.brcn.go.kr/images/art/content/reservation_11.jpg>
6-2. 신용카드(도움말)
보령문화예술회관의 공연 예매의 신용카드 결제를 위해 신용카드의 종류를 선택하는 화면에 대한 자세한 도움말입니다.

6-2. 신용카드(도움말)
URL
<https://www.brcn.go.kr/images/art/content/reservation_12.jpg>
6-2. 신용카드(도움말)
보령문화예술회관의 공연 예매의 신용카드 결제 화면에 대한 자세한 도움말입니다.

6-2. 신용카드(도움말)
URL
<https://www.brcn.go.kr/images/art/content/reservation_13.jpg>
6-3. 계좌이체(약관 및 이용 동의)
보령문화예술회관의 공연 예매의 계좌이체 결제를 위해 계좌이체 약관과 이용에 동의하는 화면입니다.

6-3. 계좌이체(약관 및 이용 동의)
URL
<https://www.brcn.go.kr/images/art/content/reservation_14.jpg>
6-3. 계좌이체(계좌정보 입력)
보령문화예술회관의 공연 예매의 계좌이체 결제를 위해 계좌 정보를 입력하는 화면입니다.

6-3. 계좌이체(계좌정보 입력)
URL
<https://www.brcn.go.kr/images/art/content/reservation_15.jpg>
6-3. 계좌이체(도움말)
보령문화예술회관의 공연 예매의 계좌이체 결제를 위해 계좌정보를 입력하는 화면에 대한 자세한 도움말입니다.

6-3. 계좌이체(도움말)
URL
<https://www.brcn.go.kr/images/art/content/reservation_16.jpg>
6-3. 계좌이체(도움말)
보령문화예술회관의 공연 예매의 계좌이체 결제를 위해 공인인증서를 선택하는 화면에 대한 자세한 도움말입니다.

6-3. 계좌이체(도움말)
URL
<https://www.brcn.go.kr/images/art/content/reservation_17.jpg>
6-3. 계좌이체(도움말)
보령문화예술회관의 공연 예매의 계좌이체 결제를 위해 결제내역을 최종 확인하는 화면에 대한 자세한 도움말입니다.

6-3. 계좌이체(도움말)
URL
<https://www.brcn.go.kr/images/art/content/reservation_18.jpg>",,
관광/문화/체육,보령문화예술회관,좌석배치도,좌석배치도_대공연장,대공연장 좌석배치도 보여주세요,"대공연장 1층 좌석배치도 알려주세요
대공연장 2층 좌석배치도 알려주세요","[대공연장 좌석배치도 안내]
보령문화예술회관 대공연장 좌석 배치도 입니다.
관람을 원하시는 아래 공연장 좌석을 선택하시면 해당 구역의 무대 시각선을 확인 하실 수 있습니다.

1층
총 좌석수 : 798석
1층 : 584석
장애인석 : 10석
{1층좌석배치도}
URL
<https://www.brcn.go.kr/images/art/content/seat_arrangement1_bg00.png>

2층
총 좌석수 : 798석
2층 : 167석
A석 바열, 2층:204석
{A석 바열}
URL
<https://www.brcn.go.kr/images/art/content/seat_arrangement2_s01.png>



무대시각선
2층 / A석 바열 35번 좌석
URL
<https://www.brcn.go.kr/images/art/content/seat_arrangement2_img1.jpg>",,
관광/문화/체육,보령문화예술회관,좌석배치도,좌석배치도_소공연장,소공연장 좌석배치도 알려주세요,소공연장 좌석배치도 보여주세요,"[소공연장 좌석배치도 안내]
보령문화예술회관 소공연장 좌석 배치도 입니다.
관람을 원하시는 아래 공연장 좌석을 선택하시면 해당 구역의 무대 시각선을 확인 하실 수 있습니다.

총 좌석수 : 167석

좌석배치도
URL
<https://www.brcn.go.kr/images/art/content/seat_arrangement3_bg00.png>

URL
<https://www.brcn.go.kr/images/art/content/seat_arrangement3_s01.png>

무대시각선
A열 / 1번 좌석
URL
<https://www.brcn.go.kr/images/art/content/seat_arrangement3_img1.jpg>
",,
관광/문화/체육,보령문화예술회관,시설안내,시설안내_대공연장,대공연장 시설안내 해주세요,"대공연장 시설안내 시설VR로 해주세요
대공연장 1층 시설안내해주세요
대공연장 2층 시설안내해주세요","[대공연장 시설 VR 안내]
보령문화예술회관 대공연장 좌석 배치도입니다.
아이콘을 클릭하시면 해당 VR를 확인하실 수 있습니다.
[1층 시설 안내]
1층
총 좌석수 : 798석
1층 : 584석
장애인석 : 10석
<https://www.brcn.go.kr/images/art/content/facility_vr_img1.png>
[2층 시설 안내]
2층
총 좌석수 : 798석
2층 : 204석
<https://www.brcn.go.kr/images/art/content/facility_vr_img2.png>
실내
실외
실내 [이미지1]
실내 [이미지2]
실내 [이미지3]
실내 [이미지4]
",,
관광/문화/체육,보령문화예술회관,시설안내,시설안내_대공연장_개요,대공연장은 어떤공연들이 가능한가요,"대공연장 면적 알려주세요
대공연장 좌석 수 알고싶어요","[대공연장 시설 개요 안내]
대공연장은 오페라 , 뮤지컬, 콘서트 등 다양한 공연장르를 펼칠 수 있는 공연장으로
무대 중앙에 리프트가 설치 되어 있어 완벽한 무대설치가 가능합니다.
[면적 안내]
공연장전체면적
726㎡
주무대면적
552.88㎡
[좌석수 안내]
객석수
798석
(장애인석 10석)
분장실
4실
[가능 공연 안내]
클래식 공연
품격있는 오페라공연 및 오케스트라 공연 등
정통 클래식 연주에 적합한 무대시설을
완벽하게 갖추고 있습니다.

전통예술 공연
살아있는 시민 예술공간으로서
우리의 전통예술 공연에도 최고의 시설과
편의설비 등이 제공되도록 하였습니다.

각종 공연
발라드에서 열광적인 록콘서트까지
대중예술공연에도 대응할 수 있도록 다아나믹한
조명 및 음향, 무대시설을 갖추었습니다.",,
관광/문화/체육,보령문화예술회관,시설안내,시설안내_대공연장_음향기기,대공연장 음향장비 안내해주세요,대공연장은 어떤 음향장비가 설치되어 있나요,"[대공연장 음향기기 안내]
음향기기
고급 오디오 장비와 음향의 사용효과를 극대화하기 위한 랙 타입 앰프시스템을 구축하여 주 스피커 및 각각의 보조 스피커들을 능동적으로 콘트롤할 수 있으므로 최상의 음향을 전달할 수 있도록 하였습니다.

음향장비안내
**표**
음향기기현황 표로 일련번호, 장비명, 규격, 제조사, 수량, 단위 정보 제공
일련번호 장비명 규격 제조사 수량 단위
1 음향콘솔(DIGITAL MIXER) M7CL48 YAMAHA 1 EA
2 파워앰프(음향실 MONITOR) R300 INTER M 1 EA
3 파워앰프(HF) PLX4.5(900W) OPALAUDIO 3 EA
4 파워앰프(MF) PLX5.5(1400W) OPALAUDIO 6 EA
5 파워앰프(SUB WOOFER) PLX6.5(2300W) OPALAUDIO 2 EA
6 파워앰프(CENER FILL) PLX5.5(900W) OPALAUDIO 1 EA
7 파워앰프(무대 MONITOR) PLX4.5(600W) OPALAUDIO 1 EA
8 메인스피커(LINE ARRAY SPEAKER) FL-2103(M500W+H75W) DUS AUDIO 12 EA
9 서브우퍼스피커(SUB WOOFER SPEAKER) FL-2103SW(L1200W) DUS AUDIO 4 EA
10 센터필스피커(CENTER-FILL SPEAKER) D07-12(400W) DUS AUDIO 4 EA
11 무대 모니터 스피커 C-12 DUS AUDIO 2 EA
12 모니터링 스피커(음향실,로비,조명실) NS-10M STUDIO YAMAHA 3 EA
13 듀얼 CDP CDN-88 NUMARK 1 EA
14 DVD/VCD/CD/MP3/VHS SV-DVD90 삼성 1 EA
15 그래픽이퀄라이저 DBX2231(31BAND) DBX 2 EA
16 PROFESSIONAL MUTI EFFECT PROCESSOR(에코) SPX2000 YAMAHA 1 EA
17 CD REWRITABLE DECK(CD/RW) RW-800 TEAC 1 EA
18 PUBLIC ADDRESS STEREO DOUBLE CASSEITE TAPE DECK(카세트) LPD-713W LOTTE 1 EA
19 PUBLIC ADDRESS LOGIC DOUBLE DECK(카세트) PC-9335A INTER M 1 EA
20 MULTIPLE COMPACT DISC PLAYER(CDP) CDC-9300A INTER M 1 EA
21 STEREO/EXPRESS PROGRAMMING(녹화용 VTR)   JVC 1 EA
22 핀무선마이크 EW300 SENNHEISER 5 EA
23 무선마이크 EM1031-UX09 SENNHEISER 3 EA
24 무선마이크 EW300 SENNHEISER 6 EA
25 유선마이크 E845S SENNHEISER 3 EA
26 유선마이크 MD425 SENNHEISER 6 EA
27 유선마이크 MD441U SENNHEISER 3 EA
28 프로젝터 PLC-EF30 SANYO 1 EA
29 피아노   영창 1 EA
30 피아노   삼익 1 EA
31 노트북 CN5000 대우컴퓨터 1 EA",,
관광/문화/체육,보령문화예술회관,시설안내,시설안내_대공연장_조명기기,대공연장 조명기기 안내해주세요,대공연장 무대조명 배치도 다운로드 하고싶어요,"[대공연장 조명기기 안내]
조명기기
공연에 필요한 스포트라이트와 실링라이트, 서스펜션라이트, 보데라이트등의 첨단 조명시스템과 이동식 보조조명시스템을 갖추어 다양한 무대 조명효과를 연출할 수 있습니다.

[무대조명 배치도 다운로드]
URL
<https://www.brcn.go.kr/download/art-down02.pdf>

[조명기기현황]
조명기기현황 표로 연번, 장비명, 규격, 제조사, 수량, 단위, 비고 정보 제공
연번 장비명 규격 제조사 수량 단위 비고
1 DIMMER UNIT SENSOR3 (DUAL 5KW) ETC 288 CIR
2 RD CONTORL CONSOLE RD34 KOREA 1 EA
3 CONTORL CONSOLE MA2 (Ultra light) MA Lighting 1 EA
4 FRESNEL SPOT LIGHT 310HF(1KW-1.2KW) ROBERT JULIAT 55 EA
5 1KW 영화 27 EA
6 ZOOM ELLIPSOIDAL SOURCE FOUR ZOOM 15-30 ETC 16 EA
7 SOURCE FOUR ZOOM 15-30 ETC 12 EA
8 FOLLOW SPOT LIGHT 1,750W/ 10-45 ZOOM USHIO 1 EA
9 VICTOR (1,800W) 7-14.5 ZOOM ROBERT JULIAT 1 EA
10 BEAM SPOT MOVING MEGA POINTE (470W) ROBE 12 EA
11 LED SPOT MOVING ESPRITE (650W) ROBE 6 EA
12 LED WASH MOVING SPIDER (780W) ROBE 12 EA
13 LED PAR RUSH PAR (120W) MARTIN 8 EA
14 ELLIPOSIDAL SOURCE FOUR 36° (750W) ETC 8 EA
15 FOG UNIQUE2.1 (1500W) GERMANY 1 EA  ",,
관광/문화/체육,보령문화예술회관,시설안내,시설안내_대공연장_무대기기,대공연장 무대기기 안내해주세요,대공연장 무대기계 도면 다운로드 하고싶어요,"[대공연장 무대기기 안내]
무대기기
무대기계 도면 다운로드
URL
<https://www.brcn.go.kr/download/art-down-210330.pdf>",,
관광/문화/체육,보령문화예술회관,시설안내,시설안내_대공연장_분장실,대공연장 분장실 안내해주세요,대공연장 분장실 어떻게 생겼어요,"[대공연장 분장실 안내]
분장실
남·여 각2개소로 밝은 분위기로 꾸며져 아늑하고 자유로운 분위기를 연출할 수 있는 공간으로 샤워시설 및 위생시설이 분장실내에 별도로 설치되어 출연진을 최대한 배려하였습니다.

분장실(대)
<https://www.brcn.go.kr/images/art/content/dressingroom_01.jpg>
분장실(소)
<https://www.brcn.go.kr/images/art/content/dressingroom_02.jpg>",,
관광/문화/체육,보령문화예술회관,시설안내,시설안내_소공연장_시설VR,소공연장 시설안내 해주세요,소공연장 시설VR로 보고싶어요,"[소공연장 시설 VR 안내]
보령문화예술회관 소공연장 좌석 배치도입니다.
아이콘을 클릭하시면 해당 VR를 확인하실 수 있습니다.

총 좌석수 : 167석

실내
실외
실내 [이미지1]
실내 [이미지2]
실내 [이미지3]
실내 [이미지4]
실내 [이미지5]
",,
